URL,MobileURL,Date,Title,The specified phrase is too short.,Parentheses may only be used around OR'd statements.
http://silverbirdtv.com/security/42326/stir-apcs-hacked-twitter-account/,,2018-04-15 16:15:00,Stir Over APC Hacked Twitter Account,,
http://dailypost.ng/2018/04/15/apc-disowns-hacked-twitter-account-linked-party/,http://dailypost.ng/2018/04/15/apc-disowns-hacked-twitter-account-linked-party/amp/,2018-04-15 09:15:00,APC disowns hacked Twitter account linked with party,,
https://www.coindesk.com/scam-twitter-account-impersonates-6-crypto-projects-in-3-days/,https://www.coindesk.com/scam-twitter-account-impersonates-6-crypto-projects-in-3-days/amp/,2018-04-18 23:30:00,Scam Twitter Profile Impersonates 6 Different Crypto Accounts,,
https://www.newsbtc.com/2018/04/16/well-known-ico-investor-ian-ballina-hacked-millions-worth-cryptocurrency-lost/,,2018-04-16 16:00:00,"Well Known ICO Investor Ian Ballina Hacked , Millions Worth of Cryptocurrency Lost",,
https://www.theguardian.com/technology/2018/apr/17/selling-twitter-handles-big-business-identity,https://amp.theguardian.com/technology/2018/apr/17/selling-twitter-handles-big-business-identity,2018-04-17 07:15:00,"Twitter handles are big business , even if the owner doesnt want to sell | Technology",,
http://www.coolsocial.net/sites/www/eevblog.com.html,,2018-04-15 03:15:00,eevblog . com Website Analysis and Social Media report impact : Eevblog . com,,
https://www.siliconrepublic.com/people/bournemouth-tech-influencers-people-to-follow,,2018-04-19 12:45:00,Moving to Bournemouth ? Here are 8 people you need to know,,
http://www.newsweek.com/facebook-silicon-valley-regulation-891989,http://www.newsweek.com/facebook-silicon-valley-regulation-891989?amp=1,2018-04-19 16:30:00,Should Facebook Be Regulated ? Silicon Valley Lawmaker Wants  Internet Bill of Rights  ,,
https://www.lmtonline.com/entertainment/the-wrap/article/49-Celebs-Who-Were-Reported-Dead-But-Weren-t-11173797.php,,2018-04-17 03:15:00,53 Celebs Who Were Reported Dead … But Werent ( Photos ) ,,
https://www.sfgate.com/entertainment/the-wrap/article/49-Celebs-Who-Were-Reported-Dead-But-Weren-t-11173797.php,https://m.sfgate.com/entertainment/the-wrap/article/49-Celebs-Who-Were-Reported-Dead-But-Weren-t-11173797.php,2018-04-17 02:45:00,53 Celebs Who Were Reported Dead … But Werent ( Photos ) ,,
https://www.theintelligencer.com/entertainment/the-wrap/article/49-Celebs-Who-Were-Reported-Dead-But-Weren-t-11173797.php,,2018-04-17 03:45:00,53 Celebs Who Were Reported Dead … But Werent ( Photos ) ,,
http://www.hotpress.com/news/Irish-musicians-and-politicians-react-to-the-death-of-Big-Tom/21989558.html,,2018-04-17 12:30:00,Irish musicians and politicians react to the death of Big Tom | Music | News,,
